HGNCID	Status	ApprovedSymbol	ApprovedName	PreviousSymbols	AliasSymbol	EnsemblGeneID	UCSCGeneID	RefSeqAccession	UniProtAccession
HGNC:17715	Approved	ACBD7	acyl-CoA binding domain containing 7		FLJ38219|bA455B2.2	ENSG00000176244	uc001inv.4	NM_001039844	Q8N6N7
HGNC:23989	Approved	ACCS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)		PHACS|ACS	ENSG00000110455	uc001mxx.3	NM_032592	Q96QU6
HGNC:34391	Approved	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) like			ENSG00000205126	uc001mxw.1	NM_001031854	Q4AC99
HGNC:25070	Approved	ACD	"ACD, shelterin complex subunit and telomerase recruitment factor"		Ptop|Pip1|Tpp1|Tint1	ENSG00000102977	uc002etp.5	NM_022914	Q96AP0
HGNC:2707	Approved	ACE	angiotensin I converting enzyme	DCP1	ACE1|CD143	ENSG00000159640	uc002jau.4	NM_000789	P12821
HGNC:13557	Approved	ACE2	angiotensin I converting enzyme 2			ENSG00000130234	uc004cxb.2	NM_021804	Q9BYF1
HGNC:44365	Approved	ACE3P	"angiotensin I converting enzyme 3, pseudogene"			ENSG00000224353		NG_016186	
HGNC:18356	Approved	ACER1	alkaline ceramidase 1	ASAH3		ENSG00000167769	uc002mel.3	NM_133492	Q8TDN7
HGNC:23675	Approved	ACER2	alkaline ceramidase 2	ASAH3L	FLJ41587|ALKCDase2	ENSG00000177076	uc003zny.2	NM_001010887	Q5QJU3
HGNC:16066	Approved	ACER3	alkaline ceramidase 3	PHCA	FLJ11238|APHC	ENSG00000078124	uc009yum.2	NM_018367	Q9NUN7
HGNC:108	Approved	ACHE	acetylcholinesterase (Cartwright blood group)	YT		ENSG00000087085	uc003uxi.4	NM_015831	P22303
HGNC:17066	Approved	ACIN1	apoptotic chromatin condensation inducer 1	ACINUS	KIAA0670|fSAP152	ENSG00000100813	uc001wit.5	NM_014977	Q9UKV3
HGNC:4035	Approved	ACKR1	atypical chemokine receptor 1 (Duffy blood group)	FY|DARC	CCBP1|GPD|Dfy|CD234	ENSG00000213088		NM_002036	Q16570
HGNC:1565	Approved	ACKR2	atypical chemokine receptor 2	CMKBR9|CCBP2	CCR10|D6|CCR9	ENSG00000144648		NM_001296	O00590
HGNC:23692	Approved	ACKR3	atypical chemokine receptor 3	CMKOR1|CXCR7	RDC1|GPR159	ENSG00000144476		NM_020311	P25106
HGNC:1611	Approved	ACKR4	atypical chemokine receptor 4	CCRL1	CCR11|CCBP2|VSHK1|CCX-CKR|PPR1	ENSG00000129048		NM_016557	Q9NPB9
HGNC:114	Approved	ACLS	acrocallosal syndrome						
HGNC:115	Approved	ACLY	ATP citrate lyase		ATPCL|CLATP|ACL	ENSG00000131473	uc002hyg.4	NM_001096	P53396
HGNC:116	Entry Withdrawn	ACMG	entry withdrawn						
HGNC:19288	Approved	ACMSD	aminocarboxymuconate semialdehyde decarboxylase			ENSG00000153086	uc002ttz.4	NM_001307983	Q8TDX5
HGNC:117	Approved	ACO1	aconitase 1	IREB1	IRP1|IREBP	ENSG00000122729	uc003zqw.5	NM_002197	P21399
HGNC:118	Approved	ACO2	aconitase 2		ACONM	ENSG00000100412	uc003bac.3	NM_001098	Q99798
HGNC:33904	Approved	ACOD1	aconitate decarboxylase 1	IRG1	CAD	ENSG00000102794	uc031qmi.3	NM_001258406	A6NK06
HGNC:33128	Approved	ACOT1	acyl-CoA thioesterase 1		ACH2|CTE-1|LACH2	ENSG00000184227	uc001xol.2	NM_001037161	Q86TX2
HGNC:18431	Approved	ACOT2	acyl-CoA thioesterase 2		Mte1|ZAP128	ENSG00000119673	uc059ddl.1	NM_006821	P49753
HGNC:19748	Approved	ACOT4	acyl-CoA thioesterase 4		FLJ31235|PTE-Ib|PTE2B	ENSG00000177465	uc001xoo.4	NM_152331	Q8N9L9
HGNC:33159	Approved	ACOT6	acyl-CoA thioesterase 6	C14orf42		ENSG00000205669	uc001xop.3	NM_001037162	Q3I5F7
HGNC:24157	Approved	ACOT7	acyl-CoA thioesterase 7		BACH|ACH1|ACT|CTE-II|LACH1|MGC1126|hBACH	ENSG00000097021	uc001ams.4	NM_007274	O00154
HGNC:15919	Approved	ACOT8	acyl-CoA thioesterase 8	PTE1	hACTE-III|hTE|PTE-2|NAP1	ENSG00000101473	uc002xqa.3	NM_183386	O14734
HGNC:17152	Approved	ACOT9	acyl-CoA thioesterase 9		CGI-16|MT-ACT48|ACATE2	ENSG00000123130	uc004dap.4	NM_012332	Q9Y305
HGNC:18156	Approved	ACOT11	acyl-CoA thioesterase 11	THEA	STARD14|BFIT|KIAA0707|BFIT1|THEM1	ENSG00000162390	uc001cxm.3	NM_015547	Q8WXI4
HGNC:24436	Approved	ACOT12	acyl-CoA thioesterase 12		Cach|THEAL|STARD15	ENSG00000172497	uc003khl.5	NM_130767	Q8WYK0
HGNC:20999	Approved	ACOT13	acyl-CoA thioesterase 13	THEM2	HT012	ENSG00000112304	uc003nek.4	NM_018473	Q9NPJ3
HGNC:119	Approved	ACOX1	acyl-CoA oxidase 1		PALMCOX	ENSG00000161533	uc002jqe.5	NM_001185039	Q15067
HGNC:120	Approved	ACOX2	acyl-CoA oxidase 2		BRCACOX|BRCOX|THCCox	ENSG00000168306	uc003dkl.4	NM_003500	Q99424
HGNC:121	Approved	ACOX3	"acyl-CoA oxidase 3, pristanoyl"			ENSG00000087008	uc003glc.5	NM_001101667	O15254
HGNC:25621	Approved	ACOXL	acyl-CoA oxidase like		FLJ11042	ENSG00000153093	uc021vmm.2	NM_018308	Q9NUZ1
HGNC:41112	Approved	ACOXL-AS1	ACOXL antisense RNA 1			ENSG00000204581		NR_122074	
HGNC:122	Approved	ACP1	"acid phosphatase 1, soluble"		HAAP|LMW-PTP|LMWPTP	ENSG00000143727	uc002qwg.4	NM_004300	P24666
HGNC:123	Approved	ACP2	"acid phosphatase 2, lysosomal"		LAP	ENSG00000134575	uc001nei.3	NM_001610	P11117
HGNC:124	Approved	ACP5	"acid phosphatase 5, tartrate resistant"		TRAP|HPAP	ENSG00000102575	uc002msi.5	NM_001111034	P13686
HGNC:29609	Approved	ACP6	"acid phosphatase 6, lysophosphatidic"		LPAP|ACPL1	ENSG00000162836	uc001epr.3	NM_016361	Q9NPH0
HGNC:33781	Approved	ACP7	"acid phosphatase 7, tartrate resistant (putative)"		FLJ16165|PAPL1|PAPL	ENSG00000183760		NM_001004318	Q6ZNF0
HGNC:125	Approved	ACPP	"acid phosphatase, prostate"		ACP3|ACP-3|PAP	ENSG00000014257	uc010htp.3	NM_001099	P15309
HGNC:14376	Approved	ACPT	"acid phosphatase, testicular"			ENSG00000142513	uc002pta.1	NM_033068	Q9BZG2
HGNC:126	Approved	ACR	acrosin			ENSG00000100312	uc003bnh.5	NM_001097	P10323
HGNC:17195	Approved	ACRBP	acrosin binding protein		SP32|OY-TES-1|CT23	ENSG00000111644	uc001qpu.2	NM_032489	Q8NEB7
HGNC:127	Approved	ACRV1	acrosomal vesicle protein 1		SPACA2|SP-10|D11S4365	ENSG00000134940	uc001qcs.4	NM_001612	P26436
HGNC:29567	Approved	ACSBG1	acyl-CoA synthetase bubblegum family member 1		BGM|FLJ30320|MGC14352|BG1|KIAA0631|hBG1|hsBG	ENSG00000103740	uc002bdh.4	NM_015162	Q96GR2
HGNC:24174	Approved	ACSBG2	acyl-CoA synthetase bubblegum family member 2		BGR|PRTD-NY3|DKFZp434K1635	ENSG00000130377	uc002mef.3	NM_030924	Q5FVE4
HGNC:26101	Approved	ACSF2	acyl-CoA synthetase family member 2		FLJ20920|ACSMW	ENSG00000167107	uc002iqu.4	NM_025149	Q96CM8
HGNC:27288	Approved	ACSF3	acyl-CoA synthetase family member 3			ENSG00000176715	uc021tmq.2	NM_174917	Q4G176
HGNC:3569	Approved	ACSL1	acyl-CoA synthetase long-chain family member 1	FACL2	LACS2|LACS|ACS1|LACS1|FACL1	ENSG00000151726	uc063biw.1	NM_001995	P33121
HGNC:3570	Approved	ACSL3	acyl-CoA synthetase long-chain family member 3	FACL3	ACS3|PRO2194	ENSG00000123983	uc002vni.4	NM_004457	O95573
HGNC:3571	Approved	ACSL4	acyl-CoA synthetase long-chain family member 4	FACL4|MRX63|MRX68	ACS4|LACS4	ENSG00000068366	uc004eoi.3	NM_004458	O60488
HGNC:16526	Approved	ACSL5	acyl-CoA synthetase long-chain family member 5	FACL5	ACS5|ACS2	ENSG00000197142	uc001kzs.4	NM_016234	Q9ULC5
HGNC:16496	Approved	ACSL6	acyl-CoA synthetase long-chain family member 6	FACL6	KIAA0837|ACS2|LACS5|LACS2	ENSG00000164398	uc063gss.1	NM_015256	Q9UKU0
HGNC:18049	Approved	ACSM1	acyl-CoA synthetase medium-chain family member 1	BUCS1	MACS1	ENSG00000166743	uc010bwg.2	NM_052956	Q08AH1
HGNC:32017	Approved	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	ACSM2	A-923A4.1|MGC150530	ENSG00000183747	uc002dhg.5	NM_001010845	Q08AH3
HGNC:30931	Approved	ACSM2B	acyl-CoA synthetase medium-chain family member 2B	ACSM2	HXMA|HYST1046	ENSG00000066813	uc002dhk.5	NM_182617	Q68CK6
HGNC:10522	Approved	ACSM3	acyl-CoA synthetase medium-chain family member 3	SAH	SA	ENSG00000005187	uc002dhr.4	NM_005622	Q53FZ2
HGNC:32016	Approved	ACSM4	acyl-CoA synthetase medium-chain family member 4			ENSG00000215009	uc001qsx.2	NM_001080454	P0C7M7
HGNC:26060	Approved	ACSM5	acyl-CoA synthetase medium-chain family member 5		FLJ20581	ENSG00000183549	uc002dhe.4	NM_017888	Q6NUN0
HGNC:51295	Approved	ACSM5P1	acyl-CoA synthetase medium-chain family member 5 pseudogene 1			ENSG00000260762		NG_026352	
HGNC:31665	Approved	ACSM6	acyl-CoA synthetase medium-chain family member 6	C10orf129	bA310E22.3	ENSG00000173124		NM_207321	Q6P461
HGNC:16091	Approved	ACSS1	acyl-CoA synthetase short-chain family member 1	ACAS2L	dJ568C11.3|AceCS2L|MGC33843	ENSG00000154930	uc061vwl.1	NM_032501	Q9NUB1
HGNC:15814	Approved	ACSS2	acyl-CoA synthetase short-chain family member 2	ACAS2	ACS|ACSA|AceCS|dJ1161H23.1	ENSG00000131069	uc002xbd.3	NM_018677	Q9NR19
HGNC:24723	Approved	ACSS3	acyl-CoA synthetase short-chain family member 3		FLJ21963	ENSG00000111058	uc001szl.2	NM_024560	Q9H6R3
HGNC:129	Approved	ACTA1	"actin, alpha 1, skeletal muscle"	ACTA	NEM3	ENSG00000143632	uc001htm.4	NM_001100	P68133
HGNC:130	Approved	ACTA2	"actin, alpha 2, smooth muscle, aorta"		ACTSA	ENSG00000107796	uc001kfq.4	NM_001613	P62736
HGNC:45169	Approved	ACTA2-AS1	ACTA2 antisense RNA 1		uc001kfo.1|ZXF1	ENSG00000180139	uc001kfo.2	NR_125373	
HGNC:132	Approved	ACTB	actin beta			ENSG00000075624	uc003sot.5	NM_001101	P60709
HGNC:17780	Approved	ACTBL2	"actin, beta like 2"		DKFZp686D0972	ENSG00000169067	uc003jrm.3	NM_001017992	Q562R1
HGNC:134	Approved	ACTBP1	"actin, beta pseudogene 1"			ENSG00000229145		NG_022596	
HGNC:135	Approved	ACTBP2	"actin, beta pseudogene 2"			ENSG00000213763		NG_003019	
HGNC:136	Approved	ACTBP3	"actin, beta pseudogene 3"					NG_016990	
HGNC:137	Approved	ACTBP4	"actin, beta pseudogene 4"					NG_003020	
HGNC:138	Entry Withdrawn	ACTBP5	entry withdrawn						
HGNC:139	Approved	ACTBP6	"actin, beta pseudogene 6"			ENSG00000203413		NG_008793	
HGNC:140	Approved	ACTBP7	"actin, beta pseudogene 7"			ENSG00000185607		NG_002724	
HGNC:141	Approved	ACTBP8	"actin, beta pseudogene 8"		ACTBP2	ENSG00000220267		NG_000840	
HGNC:142	Approved	ACTBP9	"actin, beta pseudogene 9"			ENSG00000266920		NG_003162	
HGNC:31819	Approved	ACTBP10	"actin, beta pseudogene 10"					NG_032756	
HGNC:33971	Approved	ACTBP11	"actin, beta pseudogene 11"			ENSG00000188460		NG_007577	
HGNC:150	Approved	ACTBP12	"actin, beta pseudogene 12"	ACTGP5		ENSG00000233125		NG_026958	
HGNC:44626	Approved	ACTBP13	"actin, beta pseudogene 13"			ENSG00000234667		NG_028183	
HGNC:45086	Approved	ACTBP14	"actin, beta pseudogene 14"			ENSG00000229001		NG_022182	
HGNC:143	Approved	ACTC1	"actin, alpha, cardiac muscle 1"	ACTC	CMD1R	ENSG00000159251	uc001ziu.2	NM_005159	P68032
HGNC:144	Approved	ACTG1	actin gamma 1	ACTG|DFNA20|DFNA26		ENSG00000184009	uc002kal.3	NM_001614	P63261
HGNC:146	Approved	ACTG1P1	actin gamma 1 pseudogene 1	ACTGP1|ACT1GP1		ENSG00000178631		NG_001068	
HGNC:147	Approved	ACTG1P2	actin gamma 1 pseudogene 2	ACTL2|ACTGP2		ENSG00000229129		NG_004636	
HGNC:148	Approved	ACTG1P3	actin gamma 1 pseudogene 3	ACTGP3		ENSG00000215388		NG_000842	
HGNC:149	Approved	ACTG1P4	actin gamma 1 pseudogene 4	ACTGP4		ENSG00000236085		NR_024438	
HGNC:151	Approved	ACTG1P6	actin gamma 1 pseudogene 6	ACTGP6					
HGNC:152	Approved	ACTG1P7	actin gamma 1 pseudogene 7	ACTGP7					
HGNC:153	Approved	ACTG1P8	actin gamma 1 pseudogene 8	ACTGP8					
HGNC:154	Approved	ACTG1P9	actin gamma 1 pseudogene 9	ACTGP9		ENSG00000229349		NG_001069	
HGNC:155	Approved	ACTG1P10	actin gamma 1 pseudogene 10	ACTL1|ACTGP10		ENSG00000231340		NG_003039	
HGNC:37651	Approved	ACTG1P11	actin gamma 1 pseudogene 11			ENSG00000229465		NG_004636	
HGNC:44496	Approved	ACTG1P12	actin gamma 1 pseudogene 12			ENSG00000226642		NG_011728	
HGNC:49058	Approved	ACTG1P13	actin gamma 1 pseudogene 13			ENSG00000241305		NG_025603	
HGNC:49751	Approved	ACTG1P14	actin gamma 1 pseudogene 14			ENSG00000230581		NG_023870	
HGNC:51495	Approved	ACTG1P15	actin gamma 1 pseudogene 15			ENSG00000259904		NG_025296	
HGNC:51496	Approved	ACTG1P16	actin gamma 1 pseudogene 16			ENSG00000260298		NG_026370	
HGNC:51497	Approved	ACTG1P17	actin gamma 1 pseudogene 17			ENSG00000259315		NR_036446	
HGNC:51498	Approved	ACTG1P18	actin gamma 1 pseudogene 18			ENSG00000218475		NG_009224	
HGNC:51499	Approved	ACTG1P19	actin gamma 1 pseudogene 19			ENSG00000237999		NG_021670	
HGNC:51500	Approved	ACTG1P20	actin gamma 1 pseudogene 20			ENSG00000241547		NR_033926	
HGNC:51501	Approved	ACTG1P21	actin gamma 1 pseudogene 21			ENSG00000232672		NG_022723	
HGNC:51502	Approved	ACTG1P22	actin gamma 1 pseudogene 22			ENSG00000271615		NG_021565	
HGNC:51503	Approved	ACTG1P23	actin gamma 1 pseudogene 23			ENSG00000230362		NG_022227	
HGNC:49661	Approved	ACTG1P24	actin gamma 1 pseudogene 24	POTENP		ENSG00000226359		NG_022456	
HGNC:145	Approved	ACTG2	"actin, gamma 2, smooth muscle, enteric"	ACTL3|ACTA3	ACTSG	ENSG00000163017	uc002sjw.4	NM_001615	P63267
HGNC:158	Entry Withdrawn	ACTL4	entry withdrawn						
HGNC:159	Entry Withdrawn	ACTL5	entry withdrawn						
HGNC:24124	Approved	ACTL6A	actin like 6A		Actl6|BAF53A|Arp4|Baf53a|INO80K	ENSG00000136518	uc003fjw.4	NM_004301	O96019
HGNC:160	Approved	ACTL6B	actin like 6B	ACTL6	BAF53B	ENSG00000077080	uc003uvy.4	NM_016188	O94805
HGNC:161	Approved	ACTL7A	actin like 7A			ENSG00000187003	uc004bdj.3	NM_006687	Q9Y615
HGNC:162	Approved	ACTL7B	actin like 7B		Tact1	ENSG00000148156	uc004bdi.4	NM_006686	Q9Y614
HGNC:24018	Approved	ACTL8	actin like 8		CT57	ENSG00000117148	uc001bat.3	NM_030812	Q9H568
HGNC:28494	Approved	ACTL9	actin like 9		MGC33407	ENSG00000181786	uc032hly.2	NM_178525	Q8TC94
HGNC:16127	Approved	ACTL10	actin like 10	C20orf134		ENSG00000182584	uc002wzt.3	NM_001024675	Q5JWF8
HGNC:163	Approved	ACTN1	actinin alpha 1			ENSG00000072110	uc001xkl.4	NM_001102	P12814
HGNC:20131	Approved	ACTN1-AS1	ACTN1 antisense RNA 1	C14orf84		ENSG00000259062	uc031qpf.1	NR_073422	
HGNC:164	Approved	ACTN2	actinin alpha 2			ENSG00000077522	uc001hyf.4	NM_001103	P35609
HGNC:165	Approved	ACTN3	actinin alpha 3 (gene/pseudogene)			ENSG00000248746	uc021qlz.4	NM_001104	Q08043
HGNC:166	Approved	ACTN4	actinin alpha 4	FSGS1		ENSG00000130402	uc002oja.3	NM_001322033	O43707
HGNC:44028	Approved	ACTN4P1	actinin alpha 4 pseudogene 1			ENSG00000213493		NG_022074	
HGNC:44032	Approved	ACTN4P2	actinin alpha 4 pseudogene 2			ENSG00000214141			
HGNC:51621	Approved	ACTP1	actin family pseudogene 1			ENSG00000229890		NG_044542	
HGNC:167	Approved	ACTR1A	"ARP1 actin-related protein 1 homolog A, centractin alpha"		ARP1|Arp1A	ENSG00000138107	uc001kvv.4	NM_005736	P61163
HGNC:168	Approved	ACTR1B	"ARP1 actin-related protein 1 homolog B, centractin beta"	CTRN2	Arp1B	ENSG00000115073	uc002syb.3	NM_005735	P42025
HGNC:169	Approved	ACTR2	ARP2 actin related protein 2 homolog		ARP2	ENSG00000138071	uc002sdq.4	NM_001005386	P61160
HGNC:170	Approved	ACTR3	ARP3 actin related protein 3 homolog		ARP3	ENSG00000115091	uc002tkx.3	NM_005721	P61158
HGNC:17256	Approved	ACTR3B	ARP3 actin related protein 3 homolog B		ARP11|ARP3beta	ENSG00000133627	uc003wle.3	NM_020445	Q9P1U1
HGNC:37724	Approved	ACTR3BP1	ACTR3B pseudogene 1			ENSG00000270242		NG_005799	
HGNC:38677	Approved	ACTR3BP2	ACTR3B pseudogene 2		FKSG73	ENSG00000226481		NR_027714	
HGNC:38678	Approved	ACTR3BP3	ACTR3B pseudogene 3			ENSG00000260327		NG_005800	
HGNC:38681	Approved	ACTR3BP4	ACTR3B pseudogene 4			ENSG00000249283		NG_005802	
HGNC:38682	Approved	ACTR3BP5	ACTR3B pseudogene 5			ENSG00000227264		NR_045000	
HGNC:38683	Approved	ACTR3BP6	ACTR3B pseudogene 6			ENSG00000226444		NG_005801	
HGNC:37282	Approved	ACTR3C	ARP3 actin-related protein 3 homolog C		ARP11	ENSG00000106526	uc003wgu.3	NM_001164458	Q9C0K3
HGNC:31820	Approved	ACTR3P1	ACTR3 pseudogene 1					NG_023029	
HGNC:38676	Approved	ACTR3P2	ACTR3 pseudogene 2			ENSG00000232267		NG_022669	
HGNC:38679	Approved	ACTR3P3	ACTR3 pseudogene 3			ENSG00000242573		NG_022261	
HGNC:14671	Approved	ACTR5	ARP5 actin-related protein 5 homolog		FLJ12785|Arp5|INO80M	ENSG00000101442	uc002xjd.3	NM_024855	Q9H9F9
HGNC:24025	Approved	ACTR6	ARP6 actin-related protein 6 homolog		ARP6|FLJ13433	ENSG00000075089	uc001thb.3	NM_022496	Q9GZN1
HGNC:44210	Approved	ACTR6P1	ACTR6 pseudogene 1			ENSG00000248915		NG_025147	
HGNC:14672	Approved	ACTR8	ARP8 actin-related protein 8 homolog		INO80N	ENSG00000113812	uc003dhd.4	NM_022899	Q9H981
HGNC:17372	Approved	ACTR10	actin-related protein 10 homolog		HARP11|ACTR11|Arp11|Arp10	ENSG00000131966	uc001xdf.4	NM_018477	Q9NZ32
HGNC:24027	Approved	ACTRT1	actin related protein T1		AIP1|KIAA0705|ARIP1|Arp-T1	ENSG00000123165	uc004eum.4	NM_138289	Q8TDG2
HGNC:24026	Approved	ACTRT2	actin related protein T2		Arp-T2|ARPM2|FLJ25424	ENSG00000169717	uc001ajz.4	NM_080431	Q8TDY3
HGNC:24022	Approved	ACTRT3	actin related protein T3		ARPM1	ENSG00000184378	uc003ffs.3	NM_032487	Q9BYD9
HGNC:171	Approved	ACVR1	activin A receptor type 1	ACVRLK2	SKR1|ALK2|ACVR1A	ENSG00000115170	uc010fog.3	NM_001105	Q04771
HGNC:172	Approved	ACVR1B	activin A receptor type 1B	ACVRLK4	ALK4|SKR2|ActRIB	ENSG00000135503	uc001rzn.4	NM_020328	P36896
HGNC:18123	Approved	ACVR1C	activin A receptor type 1C		ALK7|ACVRLK7	ENSG00000123612	uc002tzk.5	NM_145259	Q8NER5
HGNC:173	Approved	ACVR2A	activin A receptor type 2A	ACVR2	ACTRII	ENSG00000121989	uc002twh.5	NM_001616	P27037
HGNC:174	Approved	ACVR2B	activin A receptor type 2B		ActR-IIB	ENSG00000114739	uc003cif.4	NM_001106	Q13705
HGNC:44161	Approved	ACVR2B-AS1	ACVR2B antisense RNA 1			ENSG00000229589	uc003cie.2	NR_028389	
HGNC:175	Approved	ACVRL1	activin A receptor like type 1	ACVRLK1|ORW2	HHT2|ALK1|HHT	ENSG00000139567	uc001rzj.4	NM_000020	P37023
HGNC:177	Approved	ACY1	aminoacylase 1			ENSG00000243989	uc003dcp.4	NM_000666	Q03154
HGNC:24104	Approved	ACY3	aminoacylase 3		HCBP1|MGC9740|ACY-3	ENSG00000132744	uc001omq.3	NM_080658	Q96HD9
HGNC:179	Approved	ACYP1	acylphosphatase 1			ENSG00000119640	uc001xrg.4	NM_001107	P07311
HGNC:180	Approved	ACYP2	acylphosphatase 2			ENSG00000170634	uc002rxq.5	NM_001320586	P14621
HGNC:185	Approved	AD5	Alzheimer disease 5						
HGNC:186	Approved	ADA	adenosine deaminase			ENSG00000196839	uc002xmj.4	NM_000022	P00813
HGNC:1839	Approved	ADA2	adenosine deaminase 2	IDGFL|CECR1	ADGF	ENSG00000093072	uc062bga.1	NM_001282225	Q9NZK5
HGNC:30713	Approved	ADAD1	adenosine deaminase domain containing 1		Tenr	ENSG00000164113	uc003ieo.4	NM_139243	Q96M93
HGNC:44550	Approved	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1					NG_025689	
HGNC:44552	Approved	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2			ENSG00000267511		NG_012925	
HGNC:30714	Approved	ADAD2	adenosine deaminase domain containing 2		TENRL|FLJ00337	ENSG00000140955	uc002fhr.3	NM_139174	Q8NCV1
HGNC:31853	Approved	ADAL	adenosine deaminase like			ENSG00000168803	uc059iit.1	NM_001324366	Q6DHV7
HGNC:187	Approved	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	ADAM1	FTNAP|PH-30a|Ftna|ADAM1P	ENSG00000229186		NG_001216	
HGNC:44366	Approved	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)			ENSG00000226469		NG_024129	
HGNC:198	Approved	ADAM2	ADAM metallopeptidase domain 2	FTNB	PH-30b|PH30|CT15	ENSG00000104755	uc003xnj.5	NM_001464	Q99965
HGNC:209	Approved	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	CYRN1	ADAM3|tMDCI	ENSG00000197475		NR_001569	
HGNC:210	Approved	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	CYRN2		ENSG00000260089		NG_001526	
HGNC:212	Approved	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	ADAM5P	tMDCII	ENSG00000196115		NR_001448	Q6NVV9
HGNC:213	Approved	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	C14orf96	tMDCIV	ENSG00000271968		NR_002224	
HGNC:214	Approved	ADAM7	ADAM metallopeptidase domain 7		GP-83|EAPI	ENSG00000069206	uc003xeb.4	NM_003817	Q9H2U9
HGNC:215	Approved	ADAM8	ADAM metallopeptidase domain 8		CD156|MS2|CD156a	ENSG00000151651	uc021qbe.2	NM_001109	P78325
HGNC:216	Approved	ADAM9	ADAM metallopeptidase domain 9	CORD9	MDC9|KIAA0021|MCMP|Mltng	ENSG00000168615	uc003xmr.4	NM_003816	Q13443
HGNC:188	Approved	ADAM10	ADAM metallopeptidase domain 10		kuz|MADM|HsT18717|CD156c	ENSG00000137845	uc002afd.3	NM_001110	O14672
HGNC:189	Approved	ADAM11	ADAM metallopeptidase domain 11	MDC		ENSG00000073670	uc002ihh.4	NM_002390	O75078
HGNC:190	Approved	ADAM12	ADAM metallopeptidase domain 12		MCMPMltna|MLTN	ENSG00000148848	uc001ljk.4	NM_001288973	O43184
HGNC:43841	Entry Withdrawn	ADAM12-OT1	entry withdrawn						
HGNC:193	Approved	ADAM15	ADAM metallopeptidase domain 15		MDC15	ENSG00000143537	uc001fgr.3	NM_003815	Q13444
HGNC:195	Approved	ADAM17	ADAM metallopeptidase domain 17	TACE	cSVP|CD156B	ENSG00000151694	uc002qzu.5	NM_003183	P78536
HGNC:196	Approved	ADAM18	ADAM metallopeptidase domain 18		tMDCIII|ADAM27	ENSG00000168619	uc003xni.4	NM_014237	Q9Y3Q7
HGNC:197	Approved	ADAM19	ADAM metallopeptidase domain 19		MLTNB	ENSG00000135074	uc003lwz.5	NM_033274	Q9H013
HGNC:199	Approved	ADAM20	ADAM metallopeptidase domain 20			ENSG00000134007	uc001xme.4	NM_003814	O43506
HGNC:20102	Approved	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	C14orf55		ENSG00000259158	uc059cwv.1	NR_037933	
HGNC:43901	Approved	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2			ENSG00000248574		NG_028850	
HGNC:43902	Approved	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3			ENSG00000249162		NG_023541	
HGNC:200	Approved	ADAM21	ADAM metallopeptidase domain 21		ADAM31	ENSG00000139985	uc001xmd.4	NM_003813	Q9UKJ8
HGNC:19822	Approved	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	ADAM21P		ENSG00000235812		NG_002467	
HGNC:201	Approved	ADAM22	ADAM metallopeptidase domain 22		MDC2	ENSG00000008277	uc003ujn.4	NM_021723	Q9P0K1
HGNC:202	Approved	ADAM23	ADAM metallopeptidase domain 23		MDC3	ENSG00000114948	uc002vbq.6	NM_003812	O75077
HGNC:203	Approved	ADAM24P	"ADAM metallopeptidase domain 24, pseudogene"			ENSG00000214607		NG_022410	
HGNC:206	Approved	ADAM28	ADAM metallopeptidase domain 28		eMDCII|MDC-Lm|MDC-Ls|ADAM23	ENSG00000042980	uc003xdy.4	NM_021778	Q9UKQ2
HGNC:207	Approved	ADAM29	ADAM metallopeptidase domain 29		svph1|CT73	ENSG00000168594	uc031shw.1	NM_001130703	Q9UKF5
HGNC:208	Approved	ADAM30	ADAM metallopeptidase domain 30		svph4	ENSG00000134249	uc001eij.4	NM_021794	Q9UKF2
HGNC:15479	Approved	ADAM32	ADAM metallopeptidase domain 32			ENSG00000197140	uc003xmt.5	NM_145004	Q8TC27
HGNC:15478	Approved	ADAM33	ADAM metallopeptidase domain 33	C20orf153	DKFZp434K0521|dJ964F7.1	ENSG00000149451	uc002wit.5	NM_025220	Q9BZ11
HGNC:16299	Approved	ADAMDEC1	ADAM like decysin 1		M12.219	ENSG00000134028	uc003xdz.2	NM_014479	O15204
HGNC:217	Approved	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1		C3-C5|METH1|KIAA1346	ENSG00000154734	uc002ymf.4	NM_006988	Q9UHI8
HGNC:218	Approved	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2		ADAMTS-3|hPCPNI|PCINP|ADAM-TS2|NPI	ENSG00000087116	uc003mjw.3	NM_014244	O95450
